path,tag,owner_gap,last_modified,inbound_refs,line_count,last_audited
docs/ONBOARDING.md,canonical,,2026-04-21T08:52:44Z,14,135,2026-04-25
docs/ONBOARDING_FRICTION_LOG.md,log,,2026-04-19T19:34:49Z,12,58,2026-04-25
docs/OOPS.md,runbook,,2026-04-22T13:19:13Z,6,52,2026-04-25
docs/OPERATIONS.md,canonical,,2026-04-22T10:26:29-06:00,53,522,2026-04-25
docs/PACKAGING_AND_NOTARIZATION.md,runbook,,2026-04-19T19:27:10Z,4,86,2026-04-25
docs/PERFORMANCE.md,canonical,,2026-04-21T17:15:38-06:00,9,167,2026-04-25
docs/POLICY-sandbox-tool-routing.md,decision-record,,2026-04-17T20:14:25-06:00,5,117,2026-04-25
docs/PROACTIVE_SHIPPING.md,log,,2026-04-19T20:05:12Z,5,71,2026-04-25
docs/PROBLEM_VALIDATION_CHECKLIST.md,log,,2026-04-19T20:05:12Z,6,61,2026-04-25
docs/PRODUCT-009-PUBLICATION-CHECKLIST.md,log,PRODUCT-009,2026-04-24T17:08:47Z,3,78,2026-04-25
docs/PRODUCT-009-blog-draft.md,log,PRODUCT-009,2026-04-22T15:28:27Z,4,171,2026-04-25
docs/PRODUCT-011-competition-scan.md,log,PRODUCT-011,2026-04-21T07:18:59Z,3,256,2026-04-25
docs/PRODUCT-012-rebuild-decision.md,log,PRODUCT-012,2026-04-21T07:26:42Z,3,124,2026-04-25
docs/PRODUCT-014-discord.md,log,PRODUCT-014,2026-04-24T11:53:25-06:00,3,86,2026-04-25
docs/PRODUCT_CRITIQUE.md,log,,2026-04-19T20:05:12Z,4,53,2026-04-25
docs/PRODUCT_REALITY_CHECK.md,log,,2026-04-19T19:27:10Z,11,65,2026-04-25
docs/PRODUCT_ROADMAP_CHIEF_OF_STAFF.md,log,,2026-04-19T20:05:12Z,9,111,2026-04-25
docs/PROJECT_STORY.md,log,,2026-04-22T15:28:27Z,3,139,2026-04-25
docs/PROPOSAL_FLEET_ROLES.md,decision-record,,2026-04-19T20:05:12Z,4,49,2026-04-25
docs/PROVIDER_CASCADE.md,canonical,,2026-04-12T11:00:08-06:00,17,215,2026-04-25
docs/PUBLISHING.md,runbook,,2026-04-21T17:15:38-06:00,3,77,2026-04-25
docs/PWA.md,canonical,,2026-04-21T01:21:29Z,97,134,2026-04-25
docs/README.md,canonical,,2026-04-22T10:36:33-06:00,71,119,2026-04-25
docs/RED_LETTER.md,canonical,,2026-04-26T02:32:29Z,20,217,2026-04-25
docs/RED_LETTER_RESPONSE_2026Q2.md,archive-candidate,,2026-04-24T17:08:47Z,3,138,2026-04-25
docs/REPO_HYGIENE_PLAN.md,canonical,INFRA-067,2026-04-26T03:07:00Z,2,124,2026-04-25
docs/RESEARCH_AGENT_REVIEW_LOG.md,log,,2026-04-22T13:15:40-06:00,5,40,2026-04-25
docs/RESEARCH_CRITIQUE_2026-04-21.md,log,,2026-04-22T15:28:27Z,12,422,2026-04-25
docs/RESEARCH_EXECUTION_LANES.md,log,,2026-04-22T13:41:07-06:00,9,171,2026-04-25
docs/RESEARCH_INTEGRITY.md,canonical,,2026-04-21T11:57:16-06:00,69,180,2026-04-25
docs/RESEARCH_PLAN_2026Q3.md,log,,2026-04-21T01:28:57Z,12,479,2026-04-25
docs/RETRIEVAL_EVAL_HARNESS.md,log,,2026-04-15T11:57:48-06:00,3,36,2026-04-25
docs/ROADMAP.md,canonical,,2026-04-22T10:36:33-06:00,74,310,2026-04-25
docs/ROADMAP_FULL.md,log,,2026-04-22T15:28:27Z,9,168,2026-04-25
docs/ROADMAP_INDEX.md,canonical,,2026-04-21T01:21:29Z,3,64,2026-04-25
docs/ROADMAP_MABEL_DRIVER.md,log,,2026-04-19T20:05:12Z,10,88,2026-04-25
docs/ROADMAP_PRAGMATIC.md,log,,2026-04-19T23:30:34Z,9,99,2026-04-25
docs/ROADMAP_SPRINTS.md,log,,2026-04-19T20:05:12Z,4,75,2026-04-25
docs/ROADMAP_UNIVERSAL_POWER.md,log,,2026-04-22T06:52:55-06:00,12,65,2026-04-25
docs/ROAD_TEST_VALIDATION.md,log,,2026-04-19T20:05:12Z,3,67,2026-04-25
docs/RUST_CODEBASE_PATTERNS.md,canonical,,2026-04-14T22:15:40-06:00,4,260,2026-04-25
docs/RUST_INFRASTRUCTURE.md,canonical,,2026-04-22T09:31:47-06:00,10,126,2026-04-25
docs/RUST_MODULE_MAP.md,canonical,,2026-04-16T13:56:38-06:00,3,152,2026-04-25
docs/SCRIPTS_REFERENCE.md,canonical,,2026-04-22T13:15:40-06:00,4,251,2026-04-25
docs/SECURITY-001-key-rotation-audit.md,decision-record,SECURITY-001,2026-04-21T04:14:05Z,3,68,2026-04-25
docs/SECURITY_MCP_AUDIT.md,log,,2026-04-19T11:25:30-06:00,3,138,2026-04-25
docs/STEADY_RUN.md,runbook,,2026-04-13T21:48:42-06:00,16,81,2026-04-25
docs/STORAGE_AND_ARCHIVE.md,canonical,,2026-04-19T20:05:12Z,8,118,2026-04-25
docs/STRATEGIC_MEMO_2026Q2.md,log,,2026-04-20T05:44:51Z,3,206,2026-04-25
docs/TAURI_FRONTEND_PLAN.md,decision-record,,2026-04-19T20:05:12Z,3,73,2026-04-25
docs/TEAM_OF_AGENTS.md,canonical,,2026-04-19T17:07:25Z,7,227,2026-04-25
docs/TOGETHER_SPEND.md,runbook,,2026-04-22T13:15:40-06:00,13,57,2026-04-25
docs/TOOL_APPROVAL.md,canonical,,2026-04-13T16:24:16-06:00,17,84,2026-04-25
docs/TRUST_SPECULATIVE_ROLLBACK.md,log,,2026-04-19T20:05:12Z,5,76,2026-04-25
docs/UI_WEEK_SMOKE_PROMPTS.md,runbook,,2026-04-19T20:05:12Z,3,62,2026-04-25
docs/WASM_TOOLS.md,canonical,,2026-04-24T23:32:12Z,11,103,2026-04-25
docs/WEB_API_REFERENCE.md,canonical,,2026-04-21T17:15:38-06:00,22,220,2026-04-25
docs/WEDGE_H1_GOLDEN_EXTENSION.md,log,,2026-04-19T20:05:12Z,5,77,2026-04-25
docs/WEDGE_PILOT_METRICS.md,log,,2026-04-19T20:05:12Z,10,131,2026-04-25
docs/WORK_QUEUE.md,log,,2026-04-22T18:59:04-06:00,3,106,2026-04-25
docs/WORLD_CLASS_ROADMAP.md,canonical,,2026-04-25T15:35:44Z,7,203,2026-04-25
docs/eval-credibility-audit.md,log,EVAL-083,2026-04-25T19:35:44Z,4,133,2026-04-25
docs/tools_index.md,canonical,,2026-04-19T19:27:10Z,4,112,2026-04-25
